Receptor,TF,Source
PDGFRB,EGF,scMLnet
PDGFRB,POU5F1,scMLnet
PDGFRB,NR2F1,scMLnet
PDGFRB,EBF1,scMLnet
PDGFRB,PROX1,scMLnet
PDGFRB,TBL1X,scMLnet
PDGFRB,TWIST2,scMLnet
PDGFRB,LIN28A,scMLnet
PDGFRB,PPARGC1A,scMLnet
PDGFRB,TWIST1,scMLnet
PDGFRB,ETV4,scMLnet
PDGFRB,EGR2,scMLnet
PDGFRB,KLF5,scMLnet
PDGFRB,HMGA2,scMLnet
PDGFRB,SMAD7,scMLnet
PDGFRB,KAT5,scMLnet
PDGFRB,NF1,scMLnet
PDGFRB,SOX17,scMLnet
PDGFRB,ZNF148,scMLnet
PDGFRB,IRF8,scMLnet
PDGFRB,E2F3,scMLnet
PDGFRB,EIF2AK2,scMLnet
PDGFRB,MYOCD,scMLnet
PDGFRB,SOX2,scMLnet
PDGFRB,TCF4,scMLnet
PDGFRB,HDAC7,scMLnet
PDGFRB,SOX4,scMLnet
PDGFRB,FOXA1,scMLnet
PDGFRB,FOXK2,scMLnet
PDGFRB,IKZF1,scMLnet
PDGFRB,HAX1,scMLnet
PDGFRB,HEY1,scMLnet
PDGFRB,GTF2I,scMLnet
PDGFRB,DNMT3A,scMLnet
PDGFRB,ESR2,scMLnet
PDGFRB,TP63,scMLnet
PDGFRB,USF1,scMLnet
PDGFRB,CDX2,scMLnet
PDGFRB,ISL1,scMLnet
PDGFRB,DNMT1,scMLnet
PDGFRB,CEBPA,scMLnet
PDGFRB,HOXD13,scMLnet
PDGFRB,RUNX1T1,scMLnet
PDGFRB,PGR,scMLnet
PDGFRB,SMAD1,scMLnet
PDGFRB,CEBPB,scMLnet
PDGFRB,FOXC2,scMLnet
PDGFRB,AR,scMLnet
PDGFRB,SPI1,scMLnet
PDGFRB,SMARCA4,scMLnet
PDGFRB,FOXC1,scMLnet
PDGFRB,MEN1,scMLnet
PDGFRB,NCOA2,scMLnet
PDGFRB,NOTCH3,scMLnet
PDGFRB,GLI1,scMLnet
PDGFRB,ZEB1,scMLnet
PDGFRB,CDX1,scMLnet
PDGFRB,SNAI2,scMLnet
PDGFRB,THRB,scMLnet
PDGFRB,NPM1,scMLnet
PDGFRB,SMURF2,scMLnet
PDGFRB,FOXF2,scMLnet
PDGFRB,HOXA7,scMLnet
PDGFRB,IRF6,scMLnet
PDGFRB,EZH2,scMLnet
PDGFRB,RARA,scMLnet
PDGFRB,HIF1A,scMLnet
PDGFRB,DDIT3,scMLnet
PDGFRB,PML,scMLnet
PDGFRB,TBX2,scMLnet
PDGFRB,FOXO4,scMLnet
PDGFRB,SMARCB1,scMLnet
PDGFRB,FOXA2,scMLnet
PDGFRB,NKX2-2,scMLnet
PDGFRB,RBPJ,scMLnet
PDGFRB,GATA2,scMLnet
PDGFRB,PAX5,scMLnet
FLT4,MAF,scMLnet
FLT4,RUNX2,scMLnet
FLT4,NR3C1,scMLnet
FLT4,ID3,scMLnet
FLT4,ID1,scMLnet
FLT4,GATA1,scMLnet
FLT4,HAND2,scMLnet
FLT4,FOS,scMLnet
FLT4,HIF3A,scMLnet
FLT4,TBX20,scMLnet
FLT4,NFAT5,scMLnet
FLT4,FOXP3,scMLnet
FLT4,RUNX1,scMLnet
FLT4,SP7,scMLnet
FLT4,RB1,scMLnet
FLT4,NKX2-5,scMLnet
FLT4,FLI1,scMLnet
FLT4,ERG,scMLnet
FLT4,HEY2,scMLnet
FLT4,MAML1,scMLnet
FLT4,SNAI1,scMLnet
FLT4,SMAD3,scMLnet
FLT4,FOXF1,scMLnet
FLT4,SMAD2,scMLnet
FLT4,TAL1,scMLnet
FLT4,HNF4A,scMLnet
FLT4,ESR1,scMLnet
FLT4,EGF,scMLnet
FLT4,POU5F1,scMLnet
FLT4,PTF1A,scMLnet
FLT4,NR2F1,scMLnet
FLT4,PROX1,scMLnet
FLT4,EPAS1,scMLnet
FLT4,NFATC1,scMLnet
FLT4,PPARGC1A,scMLnet
FLT4,ESRRA,scMLnet
FLT4,STAT6,scMLnet
FLT4,NR2F2,scMLnet
FLT4,STAT5A,scMLnet
FLT4,KLF4,scMLnet
FLT4,LMO2,scMLnet
FLT4,NFATC2,scMLnet
FLT4,WT1,scMLnet
FLT4,ID2,scMLnet
FLT4,RORA,scMLnet
FLT4,NF1,scMLnet
FLT4,STAT1,scMLnet
FLT4,SOX17,scMLnet
FLT4,STAT5B,scMLnet
FLT4,MEF2C,scMLnet
FLT4,TCF3,scMLnet
FLT4,ID4,scMLnet
FLT4,SOX2,scMLnet
FLT4,EP300,scMLnet
FLT4,LEF1,scMLnet
FLT4,MSC,scMLnet
FLT4,ATM,scMLnet
FLT4,HEY1,scMLnet
FLT4,VHL,scMLnet
FLT4,GTF2I,scMLnet
FLT4,ABL1,scMLnet
FLT4,HOXB4,scMLnet
FLT4,ETS1,scMLnet
FLT4,PDX1,scMLnet
FLT4,STAT3,scMLnet
FLT4,CDX2,scMLnet
FLT4,ISL1,scMLnet
FLT4,PGR,scMLnet
FLT4,ZBTB7A,scMLnet
FLT4,ETS2,scMLnet
FLT4,FOXC2,scMLnet
FLT4,AR,scMLnet
FLT4,SPI1,scMLnet
FLT4,FOXC1,scMLnet
FLT4,NOTCH3,scMLnet
FLT4,GLI1,scMLnet
FLT4,CDX1,scMLnet
FLT4,SNAI2,scMLnet
FLT4,EGR1,scMLnet
FLT4,CLOCK,scMLnet
FLT4,SMAD4,scMLnet
FLT4,HIF1A,scMLnet
FLT4,KLF2,scMLnet
FLT4,RBPJ,scMLnet
FLT4,GATA2,scMLnet
CDH19,STAT4,scMLnet
CDH19,ZIC3,scMLnet
CDH19,PAX3,scMLnet
CDH19,SOX9,scMLnet
CDH19,SOX11,scMLnet
CDH19,HOXC8,scMLnet
CDH19,FOXD3,scMLnet
CDH19,TFAP2B,scMLnet
CDH19,SNAI1,scMLnet
CDH19,ZIC1,scMLnet
CDH19,EGF,scMLnet
CDH19,GRHL1,scMLnet
CDH19,HOXB7,scMLnet
CDH19,IRF4,scMLnet
CDH19,EGR2,scMLnet
CDH19,CDC5L,scMLnet
CDH19,PITX1,scMLnet
CDH19,HOXC6,scMLnet
CDH19,LMO3,scMLnet
CDH19,SOX10,scMLnet
CDH19,IRF5,scMLnet
CDH19,PAX1,scMLnet
CDH19,TFAP2A,scMLnet
CDH19,POU3F1,scMLnet
CDH19,SALL3,scMLnet
CDH19,SNAI2,scMLnet
CDH19,CTNNB1,scMLnet
CDH19,ZIC2,scMLnet
CDH19,HOXA7,scMLnet
CDH19,FOXG1,scMLnet
CDH19,POU3F2,scMLnet
VIPR2,TP53,scMLnet
VIPR2,NR1D1,scMLnet
VIPR2,NFIL3,scMLnet
VIPR2,RORA,scMLnet
VIPR2,ARNTL2,scMLnet
VIPR2,PER2,scMLnet
VIPR2,PER1,scMLnet
VIPR2,PHOX2A,scMLnet
VIPR2,POU2F2,scMLnet
VIPR2,EGR1,scMLnet
VIPR2,NPAS2,scMLnet
VIPR2,BHLHE41,scMLnet
VIPR2,CLOCK,scMLnet
VIPR2,ARNTL,scMLnet
VIPR2,FOXM1,scMLnet
IL12RB2,RORA,scMLnet
IL12RB2,JUN,scMLnet
IL12RB2,MAF,scMLnet
IL12RB2,RUNX2,scMLnet
IL12RB2,IRF8,scMLnet
IL12RB2,EIF2AK2,scMLnet
IL12RB2,PIAS1,scMLnet
IL12RB2,RUNX3,scMLnet
IL12RB2,SP100,scMLnet
IL12RB2,IRF7,scMLnet
IL12RB2,EP300,scMLnet
IL12RB2,TGIF1,scMLnet
IL12RB2,FOS,scMLnet
IL12RB2,IKZF1,scMLnet
IL12RB2,TCF7,scMLnet
IL12RB2,MAFB,scMLnet
IL12RB2,EOMES,scMLnet
IL12RB2,HDAC5,scMLnet
IL12RB2,TRAF6,scMLnet
IL12RB2,RELB,scMLnet
IL12RB2,BATF,scMLnet
IL12RB2,FOXP3,scMLnet
IL12RB2,TBR1,scMLnet
IL12RB2,POU2AF1,scMLnet
IL12RB2,NFKB2,scMLnet
IL12RB2,IRF5,scMLnet
IL12RB2,TNFAIP3,scMLnet
IL12RB2,ZBTB16,scMLnet
IL12RB2,HDAC3,scMLnet
IL12RB2,MXD1,scMLnet
IL12RB2,REL,scMLnet
IL12RB2,AHR,scMLnet
IL12RB2,NFKB1,scMLnet
IL12RB2,CEBPB,scMLnet
IL12RB2,TRIM25,scMLnet
IL12RB2,RORC,scMLnet
IL12RB2,ZNF383,scMLnet
IL12RB2,CREBBP,scMLnet
IL12RB2,IRF1,scMLnet
IL12RB2,SPIB,scMLnet
IL12RB2,BACH2,scMLnet
IL12RB2,NELFCD,scMLnet
IL12RB2,BCL6,scMLnet
IL12RB2,EGF,scMLnet
IL12RB2,NFIL3,scMLnet
IL12RB2,NRL,scMLnet
IL12RB2,HLX,scMLnet
IL12RB2,PRDM1,scMLnet
IL12RB2,IRF4,scMLnet
IL12RB2,GATA3,scMLnet
IL12RB2,PPARG,scMLnet
IL12RB2,KLF4,scMLnet
IL12RB2,NFATC2,scMLnet
IL12RB2,ID2,scMLnet
MGRN1,CBFB,scMLnet
MGRN1,WWP1,scMLnet
MGRN1,BPTF,scMLnet
MGRN1,CRTC1,scMLnet
MGRN1,TSG101,scMLnet
MGRN1,MITF,scMLnet
MGRN1,FOXH1,scMLnet
MGRN1,CTCFL,scMLnet
MGRN1,MDM4,scMLnet
MGRN1,MZF1,scMLnet
MGRN1,CDC5L,scMLnet
MGRN1,PITX2,scMLnet
MGRN1,VHL,scMLnet
MGRN1,MDM2,scMLnet
MGRN1,ZBTB16,scMLnet
MGRN1,HSF4,scMLnet
MGRN1,SMURF2,scMLnet
MGRN1,APBB1,scMLnet
MGRN1,FOXJ1,scMLnet
MGRN1,RARA,scMLnet
MGRN1,RFX3,scMLnet
MGRN1,TIAL1,scMLnet
MGRN1,MTA1,scMLnet
MGRN1,RNF14,scMLnet
ITGA2B,UBTF,scMLnet
ITGA2B,CBFB,scMLnet
ITGA2B,RUNX2,scMLnet
ITGA2B,MEIS1,scMLnet
ITGA2B,GATA1,scMLnet
ITGA2B,HHEX,scMLnet
ITGA2B,FOS,scMLnet
ITGA2B,FOXP3,scMLnet
ITGA2B,WDR5,scMLnet
ITGA2B,RUNX1,scMLnet
ITGA2B,TSG101,scMLnet
ITGA2B,HOXD1,scMLnet
ITGA2B,SP7,scMLnet
ITGA2B,RFX2,scMLnet
ITGA2B,TP53,scMLnet
ITGA2B,MKL1,scMLnet
ITGA2B,MYB,scMLnet
ITGA2B,TBP,scMLnet
ITGA2B,GFI1,scMLnet
ITGA2B,SND1,scMLnet
ITGA2B,POU2F3,scMLnet
ITGA2B,KLF1,scMLnet
ITGA2B,FLI1,scMLnet
ITGA2B,ETV6,scMLnet
ITGA2B,MLLT3,scMLnet
ITGA2B,VEZF1,scMLnet
ITGA2B,SIN3A,scMLnet
ITGA2B,ASXL1,scMLnet
ITGA2B,NANOG,scMLnet
ITGA2B,SMAD3,scMLnet
ITGA2B,SMAD2,scMLnet
ITGA2B,TAL1,scMLnet
ITGA2B,GFI1B,scMLnet
ITGA2B,NCOR1,scMLnet
ITGA2B,CREBBP,scMLnet
ITGA2B,ESR1,scMLnet
ITGA2B,PBX1,scMLnet
ITGA2B,EGF,scMLnet
ITGA2B,POU5F1,scMLnet
ITGA2B,GATA3,scMLnet
ITGA2B,TWIST1,scMLnet
ITGA2B,STAT5A,scMLnet
ITGA2B,CBFA2T3,scMLnet
ITGA2B,KLF4,scMLnet
ITGA2B,LMO2,scMLnet
ITGA2B,STAT1,scMLnet
ITGA2B,SOX17,scMLnet
ITGA2B,IRF8,scMLnet
ITGA2B,STAT5B,scMLnet
ITGA2B,MEF2C,scMLnet
ITGA2B,TCF3,scMLnet
ITGA2B,HOXA9,scMLnet
ITGA2B,MAFG,scMLnet
ITGA2B,RUNX3,scMLnet
ITGA2B,BMI1,scMLnet
ITGA2B,EP300,scMLnet
ITGA2B,PREB,scMLnet
ITGA2B,IKZF1,scMLnet
ITGA2B,HAX1,scMLnet
ITGA2B,LYL1,scMLnet
ITGA2B,FOXO1,scMLnet
ITGA2B,ABL1,scMLnet
ITGA2B,HOXB4,scMLnet
ITGA2B,ETS1,scMLnet
ITGA2B,STAT3,scMLnet
ITGA2B,CHD4,scMLnet
ITGA2B,CEBPA,scMLnet
ITGA2B,HOXD13,scMLnet
ITGA2B,RUNX1T1,scMLnet
ITGA2B,LDB1,scMLnet
ITGA2B,CEBPB,scMLnet
ITGA2B,ETS2,scMLnet
ITGA2B,HOXD9,scMLnet
ITGA2B,BRCA1,scMLnet
ITGA2B,SPI1,scMLnet
ITGA2B,NR0B1,scMLnet
ITGA2B,CEBPD,scMLnet
ITGA2B,BCL11A,scMLnet
ITGA2B,MYC,scMLnet
ITGA2B,EGR1,scMLnet
ITGA2B,HMGB2,scMLnet
ITGA2B,HDAC1,scMLnet
ITGA2B,NFE2,scMLnet
ITGA2B,KAT2B,scMLnet
ITGA2B,SMAD4,scMLnet
ITGA2B,FOXJ1,scMLnet
ITGA2B,RARA,scMLnet
ITGA2B,TAF4,scMLnet
ITGA2B,EWSR1,scMLnet
ITGA2B,HOXD3,scMLnet
ITGA2B,KLF2,scMLnet
ITGA2B,CTBP1,scMLnet
ITGA2B,GATA2,scMLnet
GLP2R,FOS,scMLnet
GLP2R,NR1H4,scMLnet
GLP2R,HTATIP2,scMLnet
GLP2R,KLF13,scMLnet
GLP2R,GFI1B,scMLnet
GLP2R,EGF,scMLnet
GLP2R,PPARGC1A,scMLnet
GLP2R,NFKBIB,scMLnet
GLP2R,POU3F4,scMLnet
GLP2R,BCL11A,scMLnet
GLP2R,NPAS2,scMLnet
TYROBP,STAT4,scMLnet
TYROBP,JUN,scMLnet
TYROBP,IFI16,scMLnet
TYROBP,ZFP36,scMLnet
TYROBP,TBX21,scMLnet
TYROBP,FOS,scMLnet
TYROBP,MAFB,scMLnet
TYROBP,TRAF6,scMLnet
TYROBP,BATF,scMLnet
TYROBP,FOXP3,scMLnet
TYROBP,NFKB2,scMLnet
TYROBP,MITF,scMLnet
TYROBP,IRF9,scMLnet
TYROBP,BIN1,scMLnet
TYROBP,CREB1,scMLnet
TYROBP,NFKB1,scMLnet
TYROBP,NR0B2,scMLnet
TYROBP,MECP2,scMLnet
TYROBP,IRF1,scMLnet
TYROBP,EBF1,scMLnet
TYROBP,ETV7,scMLnet
TYROBP,NFATC1,scMLnet
TYROBP,IRF4,scMLnet
TYROBP,STAT6,scMLnet
TYROBP,STAT5A,scMLnet
TYROBP,LMO2,scMLnet
TYROBP,TRIM22,scMLnet
TYROBP,EGR2,scMLnet
TYROBP,NFATC2,scMLnet
TYROBP,CIITA,scMLnet
TYROBP,NF1,scMLnet
TYROBP,STAT1,scMLnet
TYROBP,IRF8,scMLnet
TYROBP,STAT5B,scMLnet
TYROBP,MEF2C,scMLnet
TYROBP,IRF7,scMLnet
TYROBP,ATM,scMLnet
TYROBP,IKZF1,scMLnet
TYROBP,IRF3,scMLnet
TYROBP,LYL1,scMLnet
TYROBP,RELB,scMLnet
TYROBP,IRF5,scMLnet
TYROBP,STAT3,scMLnet
TYROBP,CREG1,scMLnet
TYROBP,CEBPA,scMLnet
TYROBP,REL,scMLnet
TYROBP,ZEB2,scMLnet
TYROBP,CEBPE,scMLnet
TYROBP,SPI1,scMLnet
TYROBP,CEBPD,scMLnet
TYROBP,CTNNB1,scMLnet
TYROBP,FUS,scMLnet
TYROBP,MYC,scMLnet
TYROBP,SPIB,scMLnet
TYROBP,BCL6,scMLnet
TYROBP,HOPX,scMLnet
TYROBP,KLF2,scMLnet
CELSR1,DLX4,scMLnet
CELSR1,ZIC3,scMLnet
CELSR1,SOX9,scMLnet
CELSR1,ONECUT1,scMLnet
CELSR1,MED15,scMLnet
CELSR1,BRPF1,scMLnet
CELSR1,DLX3,scMLnet
CELSR1,ESR1,scMLnet
CELSR1,EGF,scMLnet
CELSR1,POU5F1,scMLnet
CELSR1,GRHL1,scMLnet
CELSR1,TBC1D22A,scMLnet
CELSR1,ATOH1,scMLnet
CELSR1,PROX1,scMLnet
CELSR1,NELFB,scMLnet
CELSR1,GATA3,scMLnet
CELSR1,KLF4,scMLnet
CELSR1,GBX2,scMLnet
CELSR1,RORA,scMLnet
CELSR1,PAX6,scMLnet
CELSR1,GLI3,scMLnet
CELSR1,SOX2,scMLnet
CELSR1,BMI1,scMLnet
CELSR1,FOXA1,scMLnet
CELSR1,ING4,scMLnet
CELSR1,FOXP2,scMLnet
CELSR1,ISL1,scMLnet
CELSR1,UBP1,scMLnet
CELSR1,POU4F1,scMLnet
CELSR1,POU4F2,scMLnet
CELSR1,FOXC2,scMLnet
CELSR1,SMARCA4,scMLnet
CELSR1,FOXC1,scMLnet
CELSR1,CTNNB1,scMLnet
CELSR1,MYC,scMLnet
CELSR1,TFCP2L1,scMLnet
CELSR1,ZIC2,scMLnet
CELSR1,FOXJ1,scMLnet
CELSR1,TFCP2,scMLnet
CELSR1,ONECUT2,scMLnet
CELSR1,FOXG1,scMLnet
CELSR1,FHL2,scMLnet
TRPC5,NFAT5,scMLnet
TRPC5,CREB1,scMLnet
TRPC5,EGF,scMLnet
TRPC5,NFATC3,scMLnet
TRPC5,POU3F4,scMLnet
TRPC5,REST,scMLnet
TRPC5,NR4A2,scMLnet
KCNN4,JUN,scMLnet
KCNN4,CITED2,scMLnet
KCNN4,FOS,scMLnet
KCNN4,PAX4,scMLnet
KCNN4,PHF10,scMLnet
KCNN4,NFAT5,scMLnet
KCNN4,BATF,scMLnet
KCNN4,FOXP3,scMLnet
KCNN4,TSG101,scMLnet
KCNN4,KLF1,scMLnet
KCNN4,YY1,scMLnet
KCNN4,SMARCA1,scMLnet
KCNN4,BDP1,scMLnet
KCNN4,NANOG,scMLnet
KCNN4,DMAP1,scMLnet
KCNN4,HDAC2,scMLnet
KCNN4,KAT6A,scMLnet
KCNN4,EGF,scMLnet
KCNN4,POU5F1,scMLnet
KCNN4,EHMT2,scMLnet
KCNN4,NF1,scMLnet
KCNN4,MYOCD,scMLnet
KCNN4,SOX2,scMLnet
KCNN4,LEF1,scMLnet
KCNN4,KCNIP3,scMLnet
KCNN4,IKZF1,scMLnet
KCNN4,REST,scMLnet
KCNN4,HNF4G,scMLnet
KCNN4,STAT3,scMLnet
KCNN4,BRCA1,scMLnet
KCNN4,HDAC4,scMLnet
KCNN4,GATA4,scMLnet
KCNN4,ELF4,scMLnet
KCNN4,MYC,scMLnet
KCNN4,ARID3A,scMLnet
KCNN4,HDAC1,scMLnet
ATRN,HHEX,scMLnet
ATRN,THRA,scMLnet
ATRN,TSG101,scMLnet
ATRN,MITF,scMLnet
ATRN,ETV6,scMLnet
ATRN,EGF,scMLnet
ATRN,VDR,scMLnet
ATRN,EPAS1,scMLnet
ATRN,CREB5,scMLnet
ATRN,NCOA1,scMLnet
ATRN,THRB,scMLnet
ATRN,HIF1A,scMLnet
ATRN,NR2C2,scMLnet
ATRN,NR2E3,scMLnet
SCARF1,NFYC,scMLnet
SCARF1,MYCN,scMLnet
SCARF1,MED15,scMLnet
SCARF1,HNRNPR,scMLnet
SCARF1,HIC1,scMLnet
SCARF1,TP53,scMLnet
SCARF1,ZNF24,scMLnet
SCARF1,EGF,scMLnet
SCARF1,NELFB,scMLnet
SCARF1,IRF3,scMLnet
SCARF1,ZNF444,scMLnet
SCARF1,MYC,scMLnet
SCARF1,EN1,scMLnet
ITGAE,STAT4,scMLnet
ITGAE,AIRE,scMLnet
ITGAE,JUN,scMLnet
ITGAE,MAF,scMLnet
ITGAE,RUNX2,scMLnet
ITGAE,TBX21,scMLnet
ITGAE,ID3,scMLnet
ITGAE,STAT2,scMLnet
ITGAE,TRRAP,scMLnet
ITGAE,HAND2,scMLnet
ITGAE,TRAF6,scMLnet
ITGAE,BATF,scMLnet
ITGAE,FOXP3,scMLnet
ITGAE,USF2,scMLnet
ITGAE,IRF2,scMLnet
ITGAE,TP53,scMLnet
ITGAE,FOXP1,scMLnet
ITGAE,GFI1,scMLnet
ITGAE,EED,scMLnet
ITGAE,YY1,scMLnet
ITGAE,BRCA2,scMLnet
ITGAE,AHR,scMLnet
ITGAE,DAXX,scMLnet
ITGAE,SMAD3,scMLnet
ITGAE,RORC,scMLnet
ITGAE,SMAD2,scMLnet
ITGAE,HDAC2,scMLnet
ITGAE,GFI1B,scMLnet
ITGAE,IRF1,scMLnet
ITGAE,EGF,scMLnet
ITGAE,VDR,scMLnet
ITGAE,NFIL3,scMLnet
ITGAE,SUZ12,scMLnet
ITGAE,PPARGC1A,scMLnet
ITGAE,RAD51,scMLnet
ITGAE,ESRRA,scMLnet
ITGAE,IRF4,scMLnet
ITGAE,GATA3,scMLnet
ITGAE,STAT6,scMLnet
ITGAE,STAT5A,scMLnet
ITGAE,FOXO3,scMLnet
ITGAE,NFATC2,scMLnet
ITGAE,CIITA,scMLnet
ITGAE,ID2,scMLnet
ITGAE,SMAD7,scMLnet
ITGAE,STAT1,scMLnet
ITGAE,IRF8,scMLnet
ITGAE,STAT5B,scMLnet
ITGAE,TCF3,scMLnet
ITGAE,TCF4,scMLnet
ITGAE,PIAS1,scMLnet
ITGAE,RUNX3,scMLnet
ITGAE,BMI1,scMLnet
ITGAE,PLAGL1,scMLnet
ITGAE,IRF7,scMLnet
ITGAE,ATM,scMLnet
ITGAE,IKZF1,scMLnet
ITGAE,TCF7,scMLnet
ITGAE,IRF3,scMLnet
ITGAE,EOMES,scMLnet
ITGAE,RELB,scMLnet
ITGAE,FOXO1,scMLnet
ITGAE,FOXP2,scMLnet
ITGAE,USF1,scMLnet
ITGAE,IRF5,scMLnet
ITGAE,STAT3,scMLnet
ITGAE,ZBTB16,scMLnet
ITGAE,FOXE1,scMLnet
ITGAE,REL,scMLnet
ITGAE,NR4A1,scMLnet
ITGAE,ETS2,scMLnet
ITGAE,BRCA1,scMLnet
ITGAE,SPI1,scMLnet
ITGAE,FOXC1,scMLnet
ITGAE,CTNNB1,scMLnet
ITGAE,MYC,scMLnet
ITGAE,HDAC1,scMLnet
ITGAE,SPIB,scMLnet
ITGAE,NELFCD,scMLnet
ITGAE,BCL6,scMLnet
ITGAE,SMAD4,scMLnet
ITGAE,EZH2,scMLnet
ITGAE,RARA,scMLnet
ITGAE,HIF1A,scMLnet
ITGAE,PRDM1,scMLnet
ITGAE,KLF2,scMLnet
ITGAE,CEBPZ,scMLnet
ITGAE,ENO1,scMLnet
ITGAE,PPARG,scMLnet
ITGAE,FOXM1,scMLnet
ITGAE,RBPJ,scMLnet
ITGAE,PAX5,scMLnet
PLD2,RB1CC1,scMLnet
PLD2,GATA1,scMLnet
PLD2,CNBP,scMLnet
PLD2,POLR1A,scMLnet
PLD2,NFAT5,scMLnet
PLD2,RFWD2,scMLnet
PLD2,CREM,scMLnet
PLD2,POU2F3,scMLnet
PLD2,NR0B2,scMLnet
PLD2,SNAI1,scMLnet
PLD2,ESR1,scMLnet
PLD2,ATOH1,scMLnet
PLD2,NFATC2,scMLnet
PLD2,STAT5B,scMLnet
PLD2,VHL,scMLnet
PLD2,ABL1,scMLnet
PLD2,SEC14L2,scMLnet
PLD2,SIRT2,scMLnet
PLD2,MYC,scMLnet
PLD2,EWSR1,scMLnet
PLD2,NCOR2,scMLnet
PLD2,PPARG,scMLnet
PLD2,CTBP1,scMLnet
PLD2,JUN,scMLnet
PLD2,TRRAP,scMLnet
PLD2,FOS,scMLnet
PLD2,TP53,scMLnet
PLD2,BIN1,scMLnet
PLD2,CREB1,scMLnet
PLD2,PLAG1,scMLnet
PLD2,EGF,scMLnet
PLD2,NFATC1,scMLnet
PLD2,STAT5A,scMLnet
PLD2,FOXO3,scMLnet
PLD2,NFATC3,scMLnet
PLD2,IRF5,scMLnet
PLD2,STAT3,scMLnet
PLD2,SMARCA4,scMLnet
PLD2,SNAI2,scMLnet
PLD2,BTAF1,scMLnet
PLD2,PLAGL2,scMLnet
PLD2,HIF1A,scMLnet
PLD2,GATA2,scMLnet
GRIN2D,FOS,scMLnet
GRIN2D,CRTC1,scMLnet
GRIN2D,CREB1,scMLnet
GRIN2D,FOXP1,scMLnet
GRIN2D,EVX1,scMLnet
GRIN2D,ESR1,scMLnet
GRIN2D,CREB5,scMLnet
GRIN2D,NEUROG3,scMLnet
GRIN2D,NF1,scMLnet
GRIN2D,PAX6,scMLnet
GRIN2D,FOXP2,scMLnet
GRIN2D,ABL1,scMLnet
GRIN2D,FOXN1,scMLnet
GRIN2D,NEUROD1,scMLnet
GRIN2D,NR4A1,scMLnet
GRIN2D,CTNNB1,scMLnet
GRIN2D,FUS,scMLnet
GRIN2D,PHOX2A,scMLnet
GRIN2D,LHX2,scMLnet
GRIN2D,NR2E3,scMLnet
IL27RA,STAT4,scMLnet
IL27RA,RELA,scMLnet
IL27RA,NKX2-3,scMLnet
IL27RA,MAF,scMLnet
IL27RA,RUNX2,scMLnet
IL27RA,STAT1,scMLnet
IL27RA,IRF8,scMLnet
IL27RA,STAT5B,scMLnet
IL27RA,TBX21,scMLnet
IL27RA,RORC,scMLnet
IL27RA,STAT2,scMLnet
IL27RA,PIAS1,scMLnet
IL27RA,IRF7,scMLnet
IL27RA,CTNNB1,scMLnet
IL27RA,IRF1,scMLnet
IL27RA,FOS,scMLnet
IL27RA,NELFCD,scMLnet
IL27RA,EOMES,scMLnet
IL27RA,BCL6,scMLnet
IL27RA,EGF,scMLnet
IL27RA,RELB,scMLnet
IL27RA,BATF,scMLnet
IL27RA,FOXP3,scMLnet
IL27RA,NFKB2,scMLnet
IL27RA,TOB1,scMLnet
IL27RA,IRF2,scMLnet
IL27RA,TNFAIP3,scMLnet
IL27RA,IRF9,scMLnet
IL27RA,NFATC1,scMLnet
IL27RA,STAT3,scMLnet
IL27RA,PRDM1,scMLnet
IL27RA,IRF4,scMLnet
IL27RA,GATA3,scMLnet
IL27RA,STAT6,scMLnet
IL27RA,STAT5A,scMLnet
IL27RA,NFKBIZ,scMLnet
IL27RA,UPF1,scMLnet
IL27RA,UPF2,scMLnet
IL27RA,AHR,scMLnet
NOTCH3,ZFHX3,scMLnet
NOTCH3,MAF,scMLnet
NOTCH3,RUNX2,scMLnet
NOTCH3,NR3C1,scMLnet
NOTCH3,HES6,scMLnet
NOTCH3,APC,scMLnet
NOTCH3,YBX1,scMLnet
NOTCH3,WWP1,scMLnet
NOTCH3,GATA1,scMLnet
NOTCH3,HOXA5,scMLnet
NOTCH3,PAX3,scMLnet
NOTCH3,TBX20,scMLnet
NOTCH3,TRAF6,scMLnet
NOTCH3,NFAT5,scMLnet
NOTCH3,SPEN,scMLnet
NOTCH3,CRTC1,scMLnet
NOTCH3,ONECUT1,scMLnet
NOTCH3,SP7,scMLnet
NOTCH3,RBL2,scMLnet
NOTCH3,MYB,scMLnet
NOTCH3,NR1D1,scMLnet
NOTCH3,FOXD3,scMLnet
NOTCH3,PAX2,scMLnet
NOTCH3,FLI1,scMLnet
NOTCH3,ZNF224,scMLnet
NOTCH3,SP1,scMLnet
NOTCH3,EVX1,scMLnet
NOTCH3,NANOG,scMLnet
NOTCH3,SNAI1,scMLnet
NOTCH3,SMAD3,scMLnet
NOTCH3,SMAD2,scMLnet
NOTCH3,HDAC2,scMLnet
NOTCH3,MYF6,scMLnet
NOTCH3,NCOR1,scMLnet
NOTCH3,ESR1,scMLnet
NOTCH3,PBX1,scMLnet
NOTCH3,ERCC2,scMLnet
NOTCH3,ATOH1,scMLnet
NOTCH3,EPAS1,scMLnet
NOTCH3,HOXB7,scMLnet
NOTCH3,GATA3,scMLnet
NOTCH3,NR2F2,scMLnet
NOTCH3,KLF4,scMLnet
NOTCH3,LMO2,scMLnet
NOTCH3,WT1,scMLnet
NOTCH3,ID2,scMLnet
